uid,activity_sector,PREVIOUS_DEP,JOB_DEP,JOB_DESCRIPTION,type_of_contract,Occupational_status,job_condition,employer_type,WORKING_HOURS,employee_count
10172,"TZ",NA,NA,"563c","CDI","O","C",NA,351,NA
10177,"IZ","26","26","561c","CDI","O","C","ct_9",1808,"tr_2"
10190,"GZ",NA,NA,"551a","CDI","O","C","ct_9",1806,"tr_5"
10196,"GZ","62","62","551a","CDI","O","C","ct_9",1938,"tr_2"
10198,"GZ","14","14","554e","CDI","O","P","ct_9",755,"tr_1"
10200,"IZ","68","68","561c","CDI","O","P","ct_9",588,"tr_2"
10201,"IZ","93","93","636d","CDI","O","P","ct_9",540,"tr_0"
10212,"NZ","95","75","684a","CDI","O","C","ct_9",416,"tr_1"
10223,"IZ","69","69","561c","CDI","O","P","ct_9",375,"tr_2"
10256,"FZ","64","64","382c","CDI","O","C","ct_9",1820,"tr_4"
10261,"QB","47","47","526d","CDI","O","C","ct_8",1717,"tr_3"
10264,"QB","50","50","676e","AUT","O","C","ct_8",1817,"tr_6"
10279,"NZ","17","17","641b","TTP","O","C","ct_9",544,"tr_2"
10283,"SZ","13","13","421b","CDI","O","C","ct_8",1213,"tr_2"
10285,"GZ","2B","2B","374a","CDI","O","C","ct_9",1667,"tr_3"
10288,"NZ","74","38","534a","CDI","O","C","ct_9",579,"tr_0"
10292,"QA","14","35","431f","CDD","O","P","ct_3",1526,"tr_6"
10302,"NZ","88","54","431f","CDI","O","P","ct_9",1354,"tr_2"
10308,"GZ","86","28","463e","CDI","O","C","ct_9",461,"tr_1"
10313,"QB","69","69","525d","CDI","O","C","ct_8",348,"tr_4"
10318,"QB","13","13","431f","CDI","O","P","ct_8",904,"tr_5"
10319,"QB","93","93","526a","CDI","O","C","ct_9",3000,"tr_4"
10321,"CL","07","07","626b","CDI","O","C","ct_9",1916,"tr_5"
10323,"GZ","28","28","691e","CDI","O","C","ct_9",2028,"tr_3"
10333,"IZ","75","75","468b","CDI","O","C","ct_9",767,"tr_5"
10334,"GZ","57","57","551a","CDI","O","P","ct_6",775,"tr_1"
10336,"OZ","29","29","451e","CDI","O","C","ct_8",1642,"tr_4"
10341,"EZ","30","30","641a","CDI","O","C","ct_9",1834,"tr_3"
10342,"IZ","06","06","451g","CDI","O","C","ct_9",1548,"tr_3"
10347,"CB","34","30","627b","CDI","O","C","ct_9",910,"tr_6"
10351,"NZ",NA,NA,"681a","TTP","O","N","ct_9",701,"tr_2"
10352,"QA","13","13","526e","CDI","O","C","ct_9",1632,"tr_2"
10355,"QA","78","78","526a","CDI","O","C","ct_8",1025,"tr_6"
10380,"HZ",NA,NA,"641b","CDI","O","C","ct_9",1881,"tr_5"
10382,"CM","91","91","461b","CDI","O","C","ct_9",1931,"tr_6"
10400,"TZ",NA,NA,"563c","CDI","O","C",NA,203,NA
10410,"TZ","23","23","563c","CDI","O","N","ct_7",1504,"tr_1"
10414,"NZ","08","08","542a","CDI","O","C","ct_9",2028,"tr_1"
10418,"QB","64","64","676e","AUT","O","C","ct_8",1785,"tr_5"
10421,"LZ","68","68","543g","CDI","O","C","ct_5",1816,"tr_5"
10424,"NZ","42","26","643a","CDI","O","C","ct_9",2028,"tr_1"
10427,"GZ","71","71","463e","CDI","O","C","ct_9",1186,"tr_4"
10438,"FZ","51","51","632f","CDI","O","C","ct_9",1820,"tr_5"
10453,"GZ","59","59","643a","CDI","O","C","ct_9",1467,"tr_4"
10455,"GZ","14","14","684a","CDI","O","C",NA,256,NA
10459,"OZ","46","46","524b","CDI","O","C",NA,434,NA
10462,"NZ","59","59","676d","TTP","O","N","ct_9",295,"tr_0"
10475,"QA","13","13","526a","CDI","O","P","ct_8",1099,"tr_4"
10478,"CA","42","42","652a","CDI","O","C","ct_9",1517,"tr_4"
10481,"IZ","69","69","561b","CDI","O","P","ct_9",626,"tr_1"
10485,"QB","02","02","563a","CDI","O","N","ct_7",1654,"tr_1"
10509,"NZ","66","66","691d","TOA","O","C","ct_8",666,"tr_2"
10510,"LZ","27","27","542a","CDI","O","C","ct_9",1870,"tr_1"
10528,"QB","49","49","435b","CDI","O","P","ct_8",840,"tr_1"
10530,"QB","38","38","526d","CDI","O","C","ct_8",1293,"tr_4"
10535,"CE","01","69","477a","CDI","O","C","ct_9",1827,"tr_5"
10542,"QB","67","67","461d","CDI","O","P","ct_8",1222,"tr_3"
10544,"QA","03","23","432d","CDI","O","C","ct_8",1820,"tr_3"
10552,"FZ","91","91","621c","CDI","O","C","ct_9",326,"tr_5"
10559,"QB","38","74","434a","CDI","O","C","ct_8",1825,"tr_1"
10580,"QA","54","54","525d","CDI","O","C","ct_3",1820,"tr_6"
10581,"QA","57","57","431c","CDI","O","C","ct_8",1820,"tr_6"
10585,"RZ","93","93","684a","CDI","O","P","ct_8",129,"tr_1"
10586,"HZ","35","35","451a","CDI","O","C","ct_9",1918,"tr_6"
10588,"QB","42","42","563b","CDI","O","P","ct_8",1440,"tr_4"
10590,"HZ","35","44","642b","CDD","O","P","ct_9",887,"tr_6"
10593,"OZ","95","95","621f","AUT","O","P","ct_2",681,"tr_4"
10596,"SZ","35","35","636d","CDI","O","P","ct_8",1404,"tr_1"
10612,"QA","95","95","525d","CDI","O","P","ct_3",574,"tr_6"
10617,"KZ","91","92","373b","CDI","O","P","ct_9",1526,"tr_6"
10621,"QB","59","59","561d","CDI","O","P","ct_8",944,"tr_4"
10635,"CL","62","62","474c","CDI","O","C","ct_9",1872,"tr_6"
10639,"IZ","27","27","636d","CDI","O","C","ct_9",787,"tr_1"
10640,"IZ","93","75","561b","CDI","O","C","ct_9",1185,"tr_3"
10657,"FZ","93","91","632a","CDI","O","C","ct_9",1584,"tr_6"
10660,"TZ","68","68","563c","CDI","O","N","ct_7",1154,"tr_1"
10664,"QB","45","45","525d","CDI","O","C","ct_8",1295,"tr_3"
10671,"IZ","57","57","636d","CDI","O","P",NA,283,NA
10676,"IZ","58","58","561d","CDI","O","P","ct_9",994,"tr_2"
10684,"GZ","60","75","627b","CDI","O","C","ct_9",1160,"tr_4"
10708,"NZ","37","37","684a","CDI","O","P","ct_9",679,"tr_3"
10711,"OZ","77","94","462e","CDI","O","C","ct_8",1092,"tr_1"
10713,"GZ","53","56","463e","AUT","O","N","ct_9",631,"tr_6"
10720,"OZ","86","86","524b","CDI","O","P",NA,121,NA
10726,"QB","76","76","525d","CDI","O","C","ct_8",1824,"tr_4"
10730,"CA","29","29","625f","CDI","O","C","ct_9",1772,"tr_4"
10734,"CE","84","84","484a","CDI","O","C","ct_9",1721,"tr_3"
10744,"AZ","51","51","691d","CDI","O","N",NA,161,NA
10763,"IZ","95","75","543b","CDI","O","P","ct_9",1138,"tr_1"
10779,"FZ","21","21","633a","CDI","O","C","ct_9",1393,"tr_1"
10787,"OZ",NA,NA,"525a","CDI","O","P","ct_2",1421,"tr_6"
10791,"NZ","75","94","684a","CDI","O","P","ct_9",1011,"tr_6"
10808,"HZ","49","44","641a","CDI","O","C","ct_9",1926,"tr_5"
10809,"NZ","93","77","684a","CDI","O","P","ct_9",955,"tr_5"
10814,"IZ","74","74","377a","CDI","O","C","ct_9",638,"tr_5"
10815,"AZ","49","49","691d","CDI","O","C",NA,210,NA
10821,"PZ","76","76","422b","AUT","O","P","ct_1",1604,"tr_4"
10825,"QB","31","31","526a","CDI","O","P","ct_8",821,"tr_0"
10848,"HZ","75","93","642b","CDI","O","P","ct_9",209,"tr_3"
10854,"QA","78","92","526b","CDI","O","P","ct_8",1496,"tr_6"
10858,"IZ","77","75","561f","CDI","O","C","ct_9",724,"tr_6"
10859,"FZ","88","88","681b","CDI","O","C","ct_9",1756,"tr_3"
10863,"KZ","49","49","543b","CDI","O","P","ct_9",910,"tr_1"
10873,"HZ","84","84","676a","CDI","O","C","ct_9",1912,"tr_5"
10874,"AZ","35","44","691e","CDI","O","C",NA,255,NA
10885,"NZ","95","78","684a","CDI","O","P","ct_9",1817,"tr_5"
10888,"GZ",NA,NA,"634c","CDI","O","C","ct_9",1244,"tr_1"
10890,"TZ","95","95","563c","TTP","O","C",NA,549,NA
10891,"MA","57","57","478a","CDI","O","P","ct_9",900,"tr_0"
10917,"NZ","71","69","684a","CDI","O","P","ct_9",1160,"tr_6"
10918,"IZ",NA,NA,"561b","CDI","O","C","ct_9",1796,"tr_3"
10919,"CJ","72","72","477b","CDI","O","P","ct_9",1442,"tr_6"
10927,"FZ","73","92","382c","CDI","O","C","ct_9",1806,"tr_6"
10928,"CH","87","87","628g","CDI","O","C","ct_9",1664,"tr_3"
10956,"QA","33","33","431f","CDI","O","C","ct_9",1107,"tr_3"
10973,"GZ","50","50","551a","CDI","O","P","ct_9",2324,"tr_1"
10977,"TZ","69","69","563a","CDI","O","N","ct_7",1025,"tr_1"
10981,"PZ","43","43","422e","CDI","O","P","ct_8",1032,"tr_3"
10982,"NZ","87","94","684a","CDI","O","P","ct_9",1011,"tr_2"
10991,"QA",NA,NA,"526e","CDI","O","C","ct_9",1908,"tr_1"
10992,"LZ","33","33","463e","CDI","O","C","ct_9",1482,"tr_1"
11001,"QA","81","81","332b","CDI","O","P","ct_3",1456,"tr_6"
11017,"TZ","77","94","563c","CDI","O","C",NA,1294,NA
11031,"OZ","95","75","423b","CDI","O","C","ct_1",NA,"tr_6"
11033,"QB","91","91","525d","CDI","O","C","ct_9",2409,"tr_3"
11034,"NZ","33","33","564a","CDI","O","P","ct_9",918,"tr_3"
11052,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
11057,"CH","95","95","652a","CDI","O","C","ct_9",1908,"tr_2"
11072,"MA","69","69","474a","CDI","O","C","ct_9",982,"tr_5"
11073,"GZ","29","29","641a","CDI","O","C","ct_9",1603,"tr_3"
11102,"QA","68","68","643a","CDI","O","C","ct_9",1322,"tr_3"
11116,"FZ","77","78","651a","CDI","O","C","ct_9",1785,"tr_6"
11120,"QA","15","15","542a","CDI","O","C","ct_8",1820,"tr_3"
11122,"GZ","71","71","682a","CDI","O","C","ct_9",1156,"tr_1"
11132,"CL","68","68","676c","CDI","O","C","ct_9",1846,"tr_5"
11133,"IZ","84","84","561c","TOA","O","C","ct_9",762,"tr_0"
11137,"CL","35","35","676c","CDI","O","C","ct_8",1258,"tr_4"
11143,"JA","69","69","372f","CDI","O","C","ct_9",604,"tr_1"
11150,"HZ","31","31","641a","CDI","O","C","ct_9",1953,"tr_4"
11168,"JC","69","69","388c","CDI","O","C","ct_9",2002,"tr_5"
11178,"FZ","17","17","632a","CDI","O","C","ct_9",639,"tr_0"
11181,"GZ","08","08","676c","CDI","O","C","ct_9",1659,"tr_5"
11189,"NZ","13","13","542a","CDI","O","P","ct_9",255,"tr_1"
11196,"QA","69","69","526a","CDD","O","C","ct_8",1023,"tr_6"
11227,"KZ","60","93","545c","CDI","O","C","ct_9",1476,"tr_6"
11239,"QB","59","59","525d","CDI","O","P","ct_8",1704,"tr_3"
11244,"OZ","60","60","524c","CDI","O","C",NA,257,NA
11256,"SZ","59","69","441b","CDI","O","N","ct_8",700,"tr_5"
11257,"QA","01","01","563b","CDI","O","P","ct_8",630,"tr_3"
11260,"MA","06","92","463c","CDI","O","C","ct_9",1827,"tr_6"
11262,"SZ","31","31","424a","CDI","O","C","ct_8",1547,"tr_1"
11277,"MA","93","92","543g","CDI","O","C","ct_9",1511,"tr_6"
11286,"QB","90","90","563a","CDI","O","N","ct_7",1634,"tr_0"
11302,"QB","59","59","525d","CDI","O","P","ct_8",1248,"tr_3"
11305,"GZ","35","35","433d","CDI","O","C","ct_9",2009,"tr_1"
11332,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
11336,"TZ","27","27","563c","CDI","O","C",NA,444,NA
11347,"OZ","75","75","523b","CDI","O","C","ct_1",1819,"tr_6"
11355,"FZ","13","76","481b","CDI","O","C","ct_9",304,"tr_4"
11360,"MA","75","92","461d","CDI","O","P","ct_9",1403,"tr_6"
11363,"FZ","64","64","481b","CDI","O","C","ct_9",299,"tr_5"
11365,"GZ","83","83","554b","CDI","O","C","ct_9",1583,"tr_2"
11374,"RZ","75","75","451e","CDI","O","C","ct_1",1776,"tr_6"
11377,"OZ","93","75","525b","AUT","O","C","ct_2",1820,"tr_6"
11389,"MB","64","64","461e","CDI","O","C","ct_9",1820,"tr_6"
11392,"CL","35","35","674d","CDI","O","P","ct_8",646,"tr_5"
11397,"OZ","33","33","451g","CDI","O","P","ct_2",1676,"tr_3"
11443,"NZ","51","51","541c","CDI","O","C","ct_9",1771,"tr_1"
11447,"FZ","02","91","632h","CDI","O","C","ct_9",1596,"tr_3"
11458,"TZ","02","02","563c","CDI","O","C",NA,978,NA
11464,"MC","12","12","526b","CDI","O","C","ct_9",1649,"tr_1"
11467,"HZ","73","73","654c","CDD","O","C","ct_9",593,"tr_6"
11480,"QA","80","80","526e","CDI","O","C","ct_9",1013,"tr_2"
11499,"CM","94","75","637b","CDI","O","P","ct_9",705,"tr_4"
11511,"QA","41","41","642b","CDI","O","P","ct_9",1215,"tr_1"
11513,"NZ","29","56","534a","CDI","O","C","ct_9",207,"tr_6"
11519,"NZ","13","13","684a","CDI","O","P","ct_9",876,"tr_4"
11524,"GZ","06","06","543b","CDI","O","C","ct_9",821,"tr_2"
11540,"CA","22","22","561d","CDI","O","C","ct_9",1851,"tr_3"
11562,"GZ","60","60","463e","CDI","O","C","ct_9",1366,"tr_1"
11573,"QB","30","13","525d","CDI","O","C","ct_8",122,"tr_3"
11589,"QA","66","66","526c","CDD","O","C","ct_9",285,"tr_5"
11592,"KZ","13","13","533c","CDI","O","C","ct_5",1828,"tr_5"
11596,"GZ","06","06","543f","CDI","O","C","ct_9",650,"tr_3"
11600,"FZ","33","33","681a","CDD","O","C","ct_9",967,"tr_1"
11603,"QB","38","38","676c","AUT","X","P","ct_8",418,"tr_6"
11610,"QA","42","42","542a","CDI","O","P","ct_6",1248,"tr_1"
11612,"IZ","62","62","561d","AUT","O","C",NA,145,NA
11619,"OZ","59","59","376f","CDI","O","P","ct_8",1468,"tr_6"
11627,"GZ","10","10","552a","CDI","O","P","ct_9",1330,"tr_6"
11629,"GZ","92","92","634c","CDI","O","C","ct_9",1701,"tr_4"
11631,"HZ","51","51","451a","CDI","O","C","ct_9",1820,"tr_2"
11635,"QA","59","59","526a","CDI","O","C","ct_9",1820,"tr_6"
11642,"NZ","69","69","684a","CDI","O","C","ct_9",1069,"tr_4"
11647,"QB","06","06","526a","CDI","O","C","ct_8",834,"tr_5"
11653,"GZ","57","57","641a","CDI","O","C","ct_9",1959,"tr_0"
11685,"SZ","85","85","632b","CDI","O","C","ct_9",1414,"tr_1"
11691,"QB","42","42","525d","CDI","O","P","ct_8",910,"tr_3"
11695,"QB","77","77","525d","CDI","O","C","ct_8",1820,"tr_2"
11708,"TZ","70","70","563c","CDD","O","C",NA,533,NA
11710,"HZ","18","18","642a","CDI","O","C","ct_9",1073,"tr_1"
11729,"RZ","25","25","435b","CDI","O","P","ct_8",1405,"tr_1"
11763,"OZ","39","39","531b","CDD","O","P","ct_2",1386,"tr_1"
11765,"RZ","75","25","354c","CDD","O","N","ct_8",148,"tr_0"
11768,"EZ","60","60","684b","CDI","O","C","ct_9",2094,"tr_2"
11770,"HZ","05","04","691a","CDI","O","P","ct_9",1420,"tr_1"
11773,"CH","59","59","477d","CDI","O","C","ct_9",1291,"tr_6"
11774,"GZ","74","74","554d","CDI","O","P","ct_9",542,"tr_1"
11785,"MB","34","34","461c","CDI","O","C","ct_9",1056,"tr_6"
11786,"JA","95","75","353a","CDI","O","P","ct_9",2149,"tr_2"
11791,"QB","67","67","563b","CDI","O","C",NA,328,NA
11798,"QA","40","64","431d","CDI","O","P","ct_3",834,"tr_6"
11806,"PZ","39","39","422b","AUT","O","P","ct_1",1650,"tr_4"
11819,"IZ","93","75","561d","CDI","O","C","ct_9",1265,"tr_1"
11823,"SZ","75","75","461f","CDI","O","P","ct_8",468,"tr_1"
11839,"RZ","93","94","424a","CDI","O","P","ct_8",663,"tr_1"
11849,"FZ","91","78","621b","CDI","O","C","ct_9",1820,"tr_6"
11852,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
11865,"QA","67","67","526b","CDI","O","C","ct_6",1470,"tr_1"
11866,"QB","76","76","526d","CDI","O","C","ct_8",167,"tr_4"
11875,"QA","64","64","526b","CDI","O","P","ct_9",1456,"tr_4"
11878,"NZ","75","91","684a","CDI","O","C","ct_9",2950,"tr_5"
11881,"QB","67","67","526a","CDI","O","C","ct_8",1669,"tr_4"
11883,"FZ","44","49","542a","CDI","O","P","ct_9",1050,"tr_1"
11897,"MA","13","13","624d","CDI","O","C","ct_9",488,"tr_6"
11904,"OZ","44","44","451g","CDI","O","P","ct_2",1455,"tr_6"
11941,"GZ","74","74","562a","CDI","O","C","ct_9",360,"tr_1"
11945,"QB","67","67","563b","CDI","O","N","ct_7",1054,"tr_0"
11950,"CH","21","21","651a","CDI","O","C","ct_9",1549,"tr_4"
11954,"PZ","29","29","422c","CDI","O","C","ct_8",1213,"tr_3"
11960,"GZ","44","44","551a","CDI","O","C","ct_9",1391,"tr_3"
11968,"GZ","44","44","485a","CDI","O","C","ct_9",2054,"tr_1"
11971,"GZ","44","44","463a","CDI","O","C","ct_9",1943,"tr_2"
11978,"GZ","59","59","675a","CDI","O","C","ct_9",1536,"tr_3"
11986,"FZ","75","92","633a","CDI","O","C",NA,152,NA
11992,"HZ","13","13","641b","TOA","O","C","ct_9",1070,"tr_4"
12001,"QB","41","41","563b","CDI","O","N",NA,300,NA
12017,"DZ","13","13","461b","CDI","O","C","ct_9",1967,"tr_5"
12019,"QB","88","88","563a","CDI","O","N","ct_7",3000,"tr_1"
12023,"GZ","60","75","627b","CDI","O","C","ct_9",1160,"tr_4"
12042,"FZ","34","34","621e","CDI","O","C","ct_9",1526,"tr_5"
12050,"FZ","22","22","681a","CDI","O","C","ct_9",1393,"tr_1"
12061,"GZ","07","07","634c","CDI","O","C","ct_9",1816,"tr_1"
12068,"OZ","62","62","387f","CDI","O","C","ct_8",1680,"tr_3"
12081,"FZ","30","30","632a","CDI","O","C","ct_9",1653,"tr_1"
12083,"QB","30","30","563a","CDD","O","C",NA,310,NA
12090,"NZ","44","75","462d","CDI","O","C","ct_9",1433,"tr_5"
12113,"KZ","78","93","388c","CDI","O","C","ct_9",2200,"tr_6"
12118,"QA","44","44","525d","CDI","O","P","ct_9",1022,"tr_4"
12121,"MA","75","75","388a","CDI","O","C","ct_9",1820,"tr_1"
12124,"PZ","77","77","541b","CDI","O","P","ct_8",1460,"tr_5"
12131,"GZ","17","17","554a","CDI","O","C","ct_9",1620,"tr_1"
12152,"SZ","69","69","524c","CDI","O","C","ct_4",1840,"tr_5"
12162,"RZ","77","77","353c","CDI","O","P","ct_8",859,"tr_1"
12168,"CB","43","43","675a","CDI","O","C","ct_9",1294,"tr_3"
12169,"QA",NA,NA,"344a","CDI","O","C","ct_8",1831,"tr_4"
12178,"CH","74","74","477b","CDI","O","P","ct_9",1959,"tr_6"
12183,"FZ","29","33","374d","CDI","O","C","ct_9",1820,"tr_4"
12185,"NZ","63","63","684a","CDI","O","P","ct_9",2272,"tr_5"
12196,"QB","80","80","525d","AUT","O","C","ct_3",1670,"tr_5"
12199,"NZ","53","53","526b","CDI","O","C","ct_9",1595,"tr_1"
12200,"QB","01","01","563a","CDI","O","N","ct_7",1670,"tr_0"
12208,"QB","60","60","632k","CDI","O","C","ct_8",703,"tr_4"
12219,"NZ","77","95","684a","CDD","O","P","ct_9",1809,"tr_6"
12220,"OZ","95","93","451e","CDI","O","C","ct_1",1820,"tr_6"
12223,"IZ","88","88","636d","CDI","O","C","ct_9",1711,"tr_1"
12224,"MA","93","92","543g","CDI","O","C","ct_9",1730,"tr_0"
12225,"QB","82","82","563b","AUT","O","P","ct_2",1576,"tr_3"
12242,"GZ","02","02","551a","CDI","O","C","ct_9",1551,"tr_1"
12259,"PZ","17","79","525b","CDI","O","P","ct_8",1066,"tr_3"
12266,"NZ",NA,NA,"543c","CDI","O","C","ct_9",1875,"tr_2"
12275,"QA","63","63","451h","CDI","O","C",NA,135,NA
12276,"OZ","32","32","543g","CDI","O","C","ct_1",1820,"tr_3"
12280,"TZ","69","69","563c","CDI","O","N","ct_7",2004,"tr_1"
12281,"HZ","85","85","643a","CDI","O","P","ct_9",1274,"tr_4"
12284,"LZ","13","13","461b","CDI","O","C","ct_5",1820,"tr_6"
12302,"QB","94","91","423b","CDI","O","C","ct_8",1820,"tr_2"
12305,"QB","32","32","632k","CDI","O","C","ct_8",2044,"tr_1"
12316,"QA","93","93","451h","CDI","O","P","ct_3",1264,"tr_6"
12325,"MB","31","31","475a","CDI","O","C","ct_9",1659,"tr_6"
12327,"CK","70","90","372b","CDI","O","C","ct_9",914,"tr_6"
12341,"HZ","49","49","451a","CDI","O","C","ct_9",1734,"tr_2"
12343,"QB","30","30","431a","CDI","O","C","ct_8",1444,"tr_4"
12345,"PZ","75","75","421b","CDI","O","P","ct_8",1929,"tr_3"
12353,"CG","27","27","626b","CDI","O","C","ct_9",369,"tr_6"
12373,"NZ","75","75","564a","CDI","O","P","ct_8",1940,"tr_1"
12380,"OZ","92","92","621f","CDI","O","C","ct_2",1820,"tr_6"
12388,"MA","77","78","373d","CDI","O","P","ct_9",1074,"tr_1"
12402,"QB","59","59","525d","CDI","O","C","ct_8",1820,"tr_2"
12406,"EZ","08","51","644a","CDI","O","C","ct_9",1774,"tr_5"
12409,"SZ","78","78","684a","AUT","X","P","ct_9",1251,"tr_5"
12420,"QB","93","93","526a","CDI","O","P","ct_9",1882,"tr_4"
12421,"JA","19","19","543g","CDI","O","C","ct_9",1106,"tr_1"
12425,"PZ","33","33","525b","CDI","O","C","ct_8",777,"tr_4"
12429,"RZ","75","75","451e","CDI","O","C","ct_1",1776,"tr_6"
12439,"RZ","34","34","541b","CDI","O","C","ct_8",1085,"tr_1"
12442,"CH","45","45","634b","CDI","O","C","ct_9",1746,"tr_6"
12445,"FZ","45","77","632d","CDI","O","C","ct_9",486,"tr_2"
12457,"CA","93","75","636c","CDI","O","C","ct_9",919,"tr_2"
12461,"HZ","80","60","641a","CDI","O","C","ct_9",1685,"tr_4"
12470,"CH","42","42","623g","CDI","O","C","ct_9",1508,"tr_1"
12479,"GZ",NA,NA,"551a","CDI","O","C","ct_9",1900,"tr_1"
12482,"CL","49","31","387d","CDI","O","C","ct_9",1611,"tr_6"
12483,"CL","93","78","474b","CDI","O","C","ct_9",2169,"tr_6"
12485,"NZ","14","14","525d","CDI","O","P","ct_9",993,"tr_5"
12513,"FZ","05","05","481b","CDI","O","C","ct_9",1650,"tr_3"
12520,"CA","76","76","554a","CDI","O","C","ct_9",1749,"tr_1"
12522,"QB",NA,NA,"421a","CDI","O","C","ct_8",1820,"tr_4"
12525,"GZ","78","94","542a","CDI","O","C","ct_9",1820,"tr_6"
12529,"TZ","69","69","563c","CDI","O","C",NA,802,NA
12545,"QA","80","80","525d","CDI","O","C","ct_9",311,"tr_5"
12551,"CH","85","85","472a","CDI","O","C","ct_9",1666,"tr_3"
12559,"OZ","93","75","541b","CDI","O","P","ct_8",1560,"tr_4"
12561,"CE","62","62","625b","CDI","O","C","ct_9",1296,"tr_5"
12564,"HZ","91","94","632k","CDI","O","P","ct_9",568,"tr_6"
12566,"PZ","37","37","422b","CDI","O","C","ct_8",1820,"tr_3"
12570,"NZ","54","54","467c","CDI","O","C","ct_9",1820,"tr_2"
12581,"HZ","49","44","451a","CDI","O","P","ct_9",1456,"tr_6"
12594,"QB","33","33","525d","CDI","O","C","ct_8",1813,"tr_4"
12610,"GZ","27","27","641a","CDI","O","C","ct_9",1183,"tr_3"
12611,"OZ","17","17","524c","AUT","X","C","ct_2",1820,"tr_6"
12612,"QA","54","54","526d","CDI","O","C","ct_8",1028,"tr_6"
12629,"NZ","75","95","534a","CDI","O","C","ct_9",1632,"tr_0"
12636,"TZ","06","92","563c","CDI","O","N","ct_7",774,"tr_1"
12637,"CA","56","56","625f","CDI","O","C","ct_9",1813,"tr_5"
12640,"NZ","13","13","684a","CDI","O","C","ct_9",196,"tr_4"
12643,"HZ","31","31","641a","CDI","O","C","ct_9",2200,"tr_2"
12648,"GZ","85","85","554a","CDD","O","C","ct_9",759,"tr_0"
12683,"OZ","35","35","461e","CDI","O","C","ct_8",925,"tr_6"
12687,"CA","79","79","477b","CDI","O","P","ct_9",1456,"tr_6"
12690,"MB","37","37","342g","CDI","O","C","ct_5",2080,"tr_6"
12694,"SZ","87","87","423b","CDI","O","C","ct_8",958,"tr_0"
12699,"QA","92","92","525d","CDI","O","C","ct_8",1820,"tr_6"
12722,"GZ","59","59","462e","CDI","O","C","ct_9",1432,"tr_2"
12756,"PZ","78","78","422e","CDI","O","C",NA,279,NA
12786,"QB","82","82","435b","AUT","O","P","ct_3",1456,"tr_4"
12799,"NZ","69","69","543g","CDI","O","C","ct_9",1866,"tr_4"
12801,"NZ","78","78","543g","CDI","O","C","ct_9",1758,"tr_2"
12803,"CA","49","44","625f","CDI","O","C","ct_9",1758,"tr_6"
12804,"KZ","94","75","376d","CDI","O","C","ct_9",1820,"tr_5"
12822,"SZ","34","34","478d","CDI","O","C","ct_4",2149,"tr_1"
12823,"QB","80","80","563b","CDI","O","P","ct_8",492,"tr_3"
12836,"MA","73","73","684a","AUT","O","C",NA,231,NA
12838,"NZ","21","21","676e","TTP","O","C","ct_9",680,"tr_2"
12844,"OZ","70","70","524c","CDI","O","P","ct_2",546,"tr_1"
12855,"QB","77","93","431b","CDI","O","C","ct_8",1380,"tr_3"
12866,"KZ","03","63","462e","CDI","O","C","ct_9",1471,"tr_2"
12870,"OZ","88","88","684a","CDI","O","C",NA,528,NA
12882,"QB","13","13","525d","CDI","O","C","ct_8",967,"tr_2"
12890,"TZ","11","11","563a","CDI","O","N","ct_7",520,"tr_1"
12891,"CH","46","46","624b","CDI","O","C","ct_9",1375,"tr_6"
12894,"CL","62","62","626b","CDI","O","C","ct_9",1596,"tr_6"
12896,"HZ","25","25","641b","CDI","O","P","ct_9",592,"tr_4"
12904,"QB","12","12","526a","CDI","O","C","ct_8",1811,"tr_3"
12911,"LZ","44","44","461b","CDI","O","C","ct_9",1775,"tr_2"
12927,"TZ","75","75","563c","CDI","O","N","ct_7",440,"tr_1"
12931,"QA","01","69","542a","CDI","O","C","ct_9",1820,"tr_2"
12937,"OZ","57","57","451g","CDI","O","P",NA,288,NA
12948,"CH","42","42","624c","CDI","O","C","ct_9",1465,"tr_3"
12953,"JA","75","75","478b","CDI","O","C","ct_9",1778,"tr_3"
12956,"GZ","31","31","552a","CDI","O","P","ct_9",1286,"tr_6"
12958,"HZ","31","31","479b","CDI","O","C","ct_9",1519,"tr_6"
12971,"RZ","89","89","542a","CDI","O","C",NA,396,NA
12975,"FZ","57","67","481b","CDI","O","C","ct_9",1804,"tr_3"
12976,"OZ","83","83","523c","AUT","O","C","ct_2",1820,"tr_6"
12981,"GZ","38","69","477b","CDI","O","C","ct_9",1631,"tr_3"
12988,"NZ","31","31","542a","CDI","O","P","ct_9",426,"tr_0"
12989,"CB","50","50","485b","CDI","O","C","ct_9",1827,"tr_6"
12992,"HZ","74","54","534a","CDI","O","N","ct_9",180,"tr_5"
12995,"IZ","92","92","477c","CDI","O","C","ct_8",1236,"tr_1"
12999,"IZ","72","72","561f","CDI","O","P","ct_9",610,"tr_3"
13000,"PZ","75","75","341a","CDI","O","P","ct_9",1620,"tr_5"
13001,"LZ","95","92","684a","CDI","O","C","ct_9",1820,"tr_6"
13002,"CC","89","88","373a","CDI","O","C","ct_9",1820,"tr_6"
13006,"FZ","13","13","373c","CDI","O","C","ct_9",1517,"tr_0"
13013,"OZ","51","51","524b","TOA","O","P","ct_1",230,"tr_6"
