uid,stipend,employee_count,job_condition,WORKING_HOURS,JOB_DEP,Occupational_status,employer_type,type_of_contract,activity_sector,JOB_DESCRIPTION
34138,6414,"tr_1","N",1005,"38","O","ct_7","CDI","TZ","563a"
34145,7392,"tr_1","C",704,"38","O","ct_9","CDI","IZ","561c"
34146,9456,"tr_1","N",870,"38","O","ct_9","TTP","NZ","653a"
34147,13056,"tr_3","C",1083,"69","O","ct_9","CDI","GZ","676c"
34149,1912,NA,"P",136,"38","O",NA,"CDI","OZ","451g"
34163,37021,"tr_2","C",1872,"38","O","ct_9","CDI","DZ","485a"
34164,31347,"tr_2","C",1378,"38","O","ct_9","CDI","GZ","387d"
34171,17981,"tr_3","P",1456,"69","O","ct_1","CDD","PZ","333e"
34173,21397,"tr_4","C",1725,"38","O","ct_9","CDI","MA","472b"
34181,20991,"tr_4","C",1820,"38","O","ct_3","CDI","QB","451h"
34187,5574,"tr_5","P",537,"38","O","ct_8","CDI","PZ","525a"
34191,14863,"tr_3","P",1407,"69","O","ct_9","CDI","MC","372a"
34198,25371,"tr_4","C",1820,"69","O","ct_1","AUT","OZ","531a"
34199,29440,"tr_1","C",1974,"38","O","ct_9","CDI","QA","526e"
34200,13142,"tr_1","C",1038,"38","O","ct_8","CDI","PZ","421b"
34202,16574,"tr_0","C",1285,"01","O","ct_9","CDI","CI","622a"
34206,5872,"tr_3","P",537,"38","O","ct_8","CDD","QB","434e"
34209,59921,"tr_6","P",2000,"38","O","ct_5","CDI","MB","342g"
34211,33598,"tr_6","C",1945,"38","O","ct_9","CDI","MB","475a"
34212,18904,"tr_3","C",1853,"38","O","ct_9","CDI","CA","625f"
34214,12147,"tr_1","C",1305,"38","O","ct_9","TTP","NZ","545a"
34216,14128,"tr_2","C",1564,"38","O","ct_9","CDI","GZ","554j"
34218,32265,"tr_3","C",1505,"69","O","ct_9","CDI","KZ","376c"
34220,15857,"tr_5","C",1637,"38","X","ct_9","AUT","CB","543e"
34221,23986,"tr_1","C",1764,"69","O","ct_9","CDI","JC","478a"
34233,10471,"tr_5","C",1415,"38","O","ct_9","CDI","GZ","652a"
34237,40563,"tr_3","C",1535,"38","O","ct_9","CDI","FZ","382d"
34239,15193,"tr_0","C",1266,"38","O","ct_9","CDI","GZ","462d"
34240,19498,"tr_1","C",1476,"69","O","ct_8","CDI","RZ","424a"
34245,19337,"tr_6","C",1894,"38","O","ct_9","CDI","QA","525d"
34257,38431,"tr_3","C",2200,"69","O","ct_9","CDI","HZ","534a"
34258,23110,"tr_4","C",1998,"38","O","ct_9","CDI","CG","628d"
34263,55412,"tr_0","C",1972,"38","O","ct_9","CDI","KZ","376e"
34264,43450,"tr_4","C",1551,"38","O","ct_9","CDI","CA","387e"
34265,43132,"tr_3","C",1468,"38","O","ct_9","CDI","RZ","424a"
34268,6207,"tr_1","C",724,"38","O","ct_9","CDI","FZ","632g"
34280,39270,"tr_1","N",1820,"38","O","ct_9","AUT","MA","382b"
34282,18890,"tr_3","C",1381,"38","O","ct_9","CDI","HZ","641b"
34284,13770,"tr_2","C",1287,"69","O","ct_9","CDI","CM","526b"
34287,12151,"tr_1","C",956,"38","O","ct_8","CDI","SZ","423b"
34293,34433,"tr_5","C",796,"67","O","ct_9","CDI","CK","387d"
34299,30425,"tr_4","C",1652,"69","O","ct_9","CDI","FZ","481b"
34301,22778,"tr_2","C",1849,"38","O","ct_9","CDI","CM","624e"
34304,15211,"tr_3","C",1645,"38","O","ct_8","CDI","KZ","478c"
34305,40642,"tr_6","C",1820,"38","O","ct_9","CDI","MB","383a"
34309,20236,"tr_5","P",1293,"38","O","ct_9","CDI","CB","627a"
34320,53109,"tr_6","C",1858,"38","O","ct_9","CDI","JC","388a"
34321,11171,"tr_0","N",747,"38","O","ct_7","CDI","TZ","563c"
34330,16897,"tr_6","P",1638,"38","O","ct_1","AUT","OZ","523b"
34333,15247,"tr_2","C",1523,"38","O","ct_9","CDI","IZ","561b"
34340,30667,"tr_2","C",1851,"38","O","ct_9","CDI","NZ","487a"
34341,5468,"tr_1","P",408,"38","O","ct_6","CDI","MA","543c"
34342,23744,"tr_5","C",1673,"07","O","ct_9","CDI","CL","624f"
34357,31185,"tr_4","C",1689,"38","O","ct_9","CDI","FZ","481b"
34360,18761,"tr_4","C",1779,"38","O","ct_9","CDI","MA","471b"
34361,22613,"tr_6","C",1820,"75","O","ct_9","CDI","JB","478d"
34363,19079,"tr_5","C",1707,"69","O","ct_9","CDI","GZ","556a"
34366,20200,"tr_3","C",1742,"38","O","ct_5","CDI","OZ","634a"
34368,39890,"tr_6","C",2116,"38","O","ct_9","CDI","DZ","477c"
34369,21325,"tr_4","C",1495,"38","O","ct_9","CDI","GZ","462b"
34371,25978,"tr_5","C",1731,"38","O","ct_9","CDI","KZ","467a"
34382,7093,"tr_1","C",607,"69","O","ct_9","CDI","KZ","526b"
34393,25987,"tr_1","C",1890,"38","O","ct_9","CDD","MC","388a"
34403,6699,"tr_1","P",878,"38","O","ct_8","CDI","RZ","543h"
34407,32671,"tr_5","C",2200,"38","O","ct_9","CDI","GZ","462b"
34420,20635,"tr_4","C",1821,"38","O","ct_9","CDI","NZ","684a"
34424,14116,"tr_2","P",1063,"73","O","ct_9","CDI","GZ","433d"
34425,20556,"tr_4","C",1722,"69","O","ct_9","CDI","CG","628g"
34427,49245,"tr_5","C",1387,"38","O","ct_9","CDI","CH","373c"
34436,22587,"tr_1","P",1555,"69","O","ct_9","CDI","QA","431f"
34437,18840,"tr_5","C",1813,"38","O","ct_9","CDI","CG","624e"
34439,2007,"tr_2","C",207,"26","O",NA,"CDI","NZ","676e"
34443,16774,"tr_3","C",1805,"38","O","ct_9","CDI","GZ","551a"
34453,8854,"tr_5","C",913,"38","O","ct_9","CDI","GZ","488a"
34459,6499,"tr_5","C",840,"69","O","ct_8","CDD","QB","543b"
34463,12001,"tr_0","C",1631,"26","X","ct_9","AUT","GZ","627c"
34466,49713,"tr_5","C",1581,"69","O","ct_9","CDI","FZ","382a"
34470,18963,"tr_4","P",1606,"38","O","ct_8","CDI","PZ","341a"
34472,13646,"tr_1","C",1129,"69","O","ct_9","CDI","NZ","546b"
34479,9446,"tr_5","C",883,"73","O","ct_9","CDD","NZ","684a"
34481,37222,"tr_6","C",1820,"38","O","ct_9","CDI","CM","384a"
34486,13198,"tr_5","C",1113,"38","O","ct_9","CDI","HZ","676c"
34497,29706,"tr_3","C",1951,"38","O","ct_9","CDI","HZ","621e"
34498,5027,"tr_1","C",611,"38","O","ct_9","CDI","IZ","561c"
34499,21722,"tr_1","C",1508,"38","O","ct_9","CDI","QA","542a"
34502,19908,"tr_4","P",1144,"38","O","ct_8","CDI","QA","431f"
34503,11611,"tr_5","C",904,"69","O","ct_9","CDI","HZ","651b"
34512,17261,"tr_3","C",1465,"38","O","ct_8","CDI","QB","525d"
34518,10596,"tr_1","C",679,"38","O","ct_8","CDI","GZ","433b"
34520,24149,"tr_6","C",1820,"69","O","ct_8","CDI","PZ","421b"
34525,29260,"tr_4","C",1820,"38","O","ct_9","CDI","MA","461d"
34528,16354,"tr_3","C",1758,"38","O","ct_8","CDI","QB","525d"
34530,34720,"tr_1","C",1844,"38","O","ct_9","CDI","GZ","433d"
34534,17525,"tr_1","C",1659,"38","O","ct_9","CDI","LZ","543g"
34539,25120,"tr_3","C",1820,"38","O","ct_8","CDI","QB","434b"
34546,26334,"tr_4","P",1696,"38","O","ct_8","CDI","QB","434d"
34550,75527,"tr_6","C",2072,"38","O","ct_5","CDI","MB","342g"
34551,30064,"tr_6","C",1820,"38","O","ct_9","CDI","GZ","461c"
34552,51653,"tr_6","C",1820,"92","O","ct_9","CDI","DZ","372c"
34554,11773,"tr_5","P",386,"38","O","ct_8","CDI","OZ","373a"
34564,80238,"tr_1","C",1824,NA,"O","ct_9","CDI","GZ","374c"
34567,7494,"tr_1","P",901,"74","O","ct_9","CDI","HZ","676d"
34572,3226,"tr_1","C",332,"38","O","ct_9","TTP","NZ","676c"
34573,15275,"tr_6","C",1675,"38","O","ct_9","CDI","CJ","473b"
34579,33249,"tr_4","C",1813,"38","O","ct_9","CDI","CH","483a"
34581,37433,"tr_5","C",1504,"38","O","ct_9","CDI","DZ","461f"
34586,39443,"tr_5","C",1385,"69","O","ct_9","CDI","GZ","374c"
34589,17129,"tr_3","C",1512,"38","X","ct_9","AUT","FZ","632j"
34591,33925,"tr_6","C",1969,"38","O","ct_9","CDI","CI","544a"
34596,9052,NA,"N",645,"38","O",NA,"CDI","TZ","563c"
34599,14061,"tr_1","C",1412,"38","O","ct_9","CDI","BZ","621g"
34601,15693,"tr_6","C",1655,"73","O","ct_9","CDI","NZ","534a"
34607,4131,"tr_1","C",304,"38","O","ct_9","CDI","MA","462e"
34615,18592,"tr_5","C",1817,"69","O","ct_9","CDI","HZ","521a"
34651,27847,"tr_4","C",1764,"69","X","ct_9","AUT","JC","388d"
34653,20527,"tr_2","P",1456,"69","O","ct_9","CDI","KZ","542a"
34660,7617,"tr_5","C",771,"38","O","ct_9","CDI","FZ","641a"
34662,27291,"tr_5","C",1854,"38","O","ct_9","CDI","GZ","462b"
34679,17051,"tr_5","C",1505,"39","O","ct_9","CDI","CH","674d"
34693,4630,"tr_1","C",1693,"39","O","ct_8","CDI","QB","526d"
34694,50929,"tr_1","C",2028,"39","O","ct_9","CDI","KZ","376d"
34695,9174,"tr_3","C",922,"39","O","ct_8","CDI","SZ","435b"
34699,16492,"tr_4","C",1693,"39","O","ct_9","CDI","CM","628g"
34703,28112,"tr_5","C",1811,"39","O","ct_9","CDI","CG","484b"
34713,11821,"tr_1","N",3000,"39","O","ct_7","CDI","QB","563a"
34715,1065,NA,"C",140,"39","O",NA,"CDI","IZ","561c"
34723,33981,"tr_5","C",1786,"39","O","ct_8","CDI","QA","431f"
34732,15681,"tr_6","P",1523,"39","O","ct_8","CDI","QB","563b"
34737,20064,"tr_1","C",1239,"39","O","ct_9","CDI","LZ","463e"
34739,16049,"tr_4","C",1785,"39","O","ct_9","CDI","CH","674d"
34741,18301,"tr_6","C",1820,"39","O","ct_2","CDI","OZ","523c"
34743,1467,"tr_5","C",136,"39","O",NA,"CDI","NZ","643a"
34744,49795,"tr_2","C",1859,"39","O","ct_9","CDI","CC","485b"
34756,9391,"tr_2","P",1012,"39","O","ct_9","CDI","NZ","684a"
34763,27597,"tr_5","C",1817,"21","O","ct_9","CDI","MA","388b"
34773,17345,"tr_1","C",1576,"39","O","ct_6","CDI","QA","526b"
34781,20479,"tr_5","C",1819,"39","O","ct_3","CDI","QA","632k"
34782,21437,"tr_3","C",1909,"39","O","ct_9","CDI","GZ","551a"
34786,16727,"tr_3","P",1742,"01","O","ct_9","CDI","GZ","653a"
34790,29727,"tr_1","C",1951,"39","O","ct_9","CDI","EZ","485a"
34797,25526,"tr_1","C",2200,"84","O","ct_9","CDI","HZ","641a"
34812,16329,"tr_4","C",1828,"39","O","ct_9","CDI","GZ","551a"
34820,34810,"tr_1","C",973,"39","O","ct_9","CDI","CM","624f"
34821,22103,"tr_3","C",1941,"39","O","ct_9","CDI","CA","676a"
34822,16442,"tr_5","C",1505,"39","O","ct_9","CDI","CH","674d"
34824,18705,"tr_5","C",1764,"39","O","ct_9","CDI","HZ","653a"
34839,23020,"tr_2","C",1731,"39","O","ct_9","CDI","CE","543f"
34841,24531,"tr_1","C",1820,"01","O","ct_9","CDI","FZ","632j"
34843,20771,"tr_1","P",1446,"39","O","ct_9","CDI","QA","542a"
34844,9661,"tr_3","P",927,"39","O","ct_9","CDI","IZ","561c"
34846,1726,"tr_1","N",195,"33","O","ct_9","TTP","NZ","474a"
34850,38145,"tr_6","C",1819,"39","O","ct_9","CDI","CH","484b"
34852,24192,"tr_1","C",1741,"39","O","ct_9","CDI","GZ","433d"
34856,19781,"tr_1","C",1657,"21","O","ct_9","CDI","GZ","554a"
34871,17008,"tr_1","C",1785,"39","O","ct_9","CDI","CH","673a"
34887,23607,"tr_1","C",1820,"39","O","ct_9","CDI","GZ","641a"
34891,27382,"tr_4","C",2032,"01","O","ct_9","CDI","GZ","462b"
34916,18008,"tr_3","C",1930,"39","O","ct_9","CDI","CH","676e"
34921,10576,"tr_5","P",1129,"25","O","ct_9","CDI","CH","674d"
34930,46296,"tr_6","C",1991,"39","O","ct_9","CDI","CE","483a"
34932,45470,"tr_3","C",1625,"21","O","ct_9","CDI","FZ","472a"
34933,27392,"tr_3","C",1624,"74","O","ct_9","CDI","FZ","481a"
34934,23588,"tr_2","C",1790,"39","O","ct_9","CDI","NZ","464b"
34949,12391,"tr_4","C",1184,"01","O","ct_8","CDI","QB","526a"
34950,26605,"tr_6","C",2013,"01","O","ct_2","AUT","OZ","531b"
34960,3004,"tr_6","C",406,"39","O","ct_9","CDI","CA","674c"
34974,8050,"tr_3","P",872,"39","O","ct_8","CDI","QB","434e"
34982,2733,"tr_1","C",248,"39","O",NA,"CDI","NZ","676a"
34998,14443,"tr_5","C",1465,"39","O","ct_9","CDI","CG","674d"
34999,28220,"tr_2","C",1813,"39","O","ct_9","CDI","EZ","684b"
35010,16252,"tr_4","C",1553,"39","O","ct_9","CDI","CG","674a"
35011,17093,"tr_3","P",1678,"39","O","ct_9","CDI","GZ","551a"
35012,28676,"tr_6","C",1829,"39","O","ct_9","CDI","CE","473c"
35028,9648,"tr_1","C",1369,"39","A","ct_9","CDD","GZ","683a"
35040,32381,"tr_3","C",1785,"39","O","ct_9","CDI","FZ","373c"
35041,17443,"tr_4","C",1800,"39","O","ct_9","CDI","GZ","551a"
35042,8494,"tr_6","C",658,"25","O","ct_9","CDI","CK","483a"
35044,49664,"tr_3","C",1677,"69","O","ct_9","CDI","CM","372a"
35047,13455,"tr_2","P",1445,"39","O","ct_9","CDI","NZ","563b"
35049,22610,"tr_6","C",1169,"49","O","ct_9","CDI","CA","484a"
35068,12254,"tr_3","C",1820,"39","O","ct_9","CDI","HZ","333c"
35076,9305,"tr_1","C",1602,"40","A","ct_9","APP","FZ","681b"
35085,23450,"tr_4","C",1854,"64","O","ct_8","CDI","QB","526d"
35088,3411,NA,"P",259,"40","O",NA,"CDI","TZ","563c"
35100,5440,"tr_2","C",361,"40","O","ct_9","CDI","IZ","636d"
35110,1646,NA,"C",156,"40","O",NA,"CDI","QA","526a"
35123,11435,"tr_4","P",907,"40","O","ct_8","CDI","QA","526a"
35126,9092,"tr_5","P",695,"40","O","ct_9","CDI","GZ","551a"
35128,23265,"tr_1","C",1673,"40","O","ct_9","CDI","GZ","462b"
35130,17091,"tr_4","C",1919,"64","O","ct_9","CDI","QA","526e"
35138,22354,"tr_3","C",1815,"64","O","ct_9","CDI","CA","674b"
35140,48980,"tr_4","C",1820,"92","O","ct_9","CDI","GZ","385c"
35149,13074,"tr_3","P",1164,"40","O","ct_8","CDI","QB","434e"
35160,15257,"tr_1","C",1657,"40","O","ct_9","CDI","GZ","551a"
35170,15755,"tr_6","P",834,"64","O","ct_3","CDI","QA","431d"
35186,39219,"tr_6","C",2136,"33","O","ct_5","CDI","MB","534a"
35193,18153,"tr_4","C",1771,"40","O","ct_5","CDI","HZ","641b"
35194,45061,"tr_3","C",1883,"40","O","ct_9","CDI","HZ","481a"
35195,23805,"tr_5","C",1529,"40","O","ct_8","CDI","QA","526a"
35225,26235,"tr_3","C",1820,"64","O","ct_8","CDI","PZ","341a"
35227,15114,"tr_3","C",1178,"40","O","ct_9","CDI","IZ","561b"
35229,34247,"tr_2","C",2016,"40","O","ct_9","CDI","NZ","461d"
35231,33544,"tr_3","C",1820,"31","O","ct_8","CDI","KZ","467c"
35244,18435,"tr_6","P",1614,"40","O","ct_8","CDI","QA","526a"
35247,19698,"tr_3","C",1767,"64","O","ct_9","CDI","QB","525d"
35264,17858,"tr_3","P",1472,"40","O","ct_8","CDI","QB","526d"
35270,12816,"tr_1","C",1095,"64","O","ct_9","CDI","GZ","542a"
35273,16014,"tr_1","C",1534,"64","O","ct_6","CDI","QA","526b"
35274,43875,"tr_4","C",1186,"37","O","ct_9","CDI","CM","374d"
35277,13135,"tr_1","N",3000,"40","O","ct_7","CDI","QB","563a"
35278,22187,"tr_4","P",1732,"33","O","ct_8","CDI","QA","451h"
35285,21013,"tr_5","C",1930,"32","O","ct_9","CDI","CA","625f"
35286,17741,"tr_1","C",1638,"40","O","ct_8","CDI","SZ","542a"
35292,6302,"tr_1","N",816,"40","O","ct_7","CDI","QB","563b"
35304,8250,"tr_0","C",924,"32","O","ct_9","TTP","NZ","676a"
35306,15726,NA,"C",1324,"92","O",NA,"CDI","TZ","563c"
35317,29952,"tr_5","C",1827,"40","O","ct_9","CDI","CC","461f"
35330,24100,"tr_1","C",1755,"64","O","ct_9","CDI","LZ","543b"
35340,28638,"tr_4","C",1729,"40","O","ct_2","CDI","QB","343a"
35342,31252,"tr_5","C",1819,"40","O","ct_9","CDI","CA","484a"
35344,20285,"tr_2","C",1722,"92","O","ct_9","CDI","MA","477d"
35349,2498,"tr_0","C",295,"40","O","ct_6","TOA","GZ","554b"
35353,10059,"tr_4","P",910,"33","O","ct_9","CDI","NZ","632k"
35354,9522,"tr_1","C",869,"40","O","ct_8","CDI","QB","526c"
35371,16308,"tr_4","C",1195,"40","O","ct_8","CDI","QA","311d"
35374,32750,"tr_5","C",1911,"40","O","ct_9","CDI","GZ","372b"
35384,7401,"tr_0","P",707,"40","O","ct_9","TOA","IZ","561d"
35385,25291,"tr_3","P",1641,"40","O","ct_9","CDI","FZ","543b"
35389,25684,"tr_6","C",1820,"40","O","ct_9","CDI","KZ","545b"
35401,29279,"tr_0","C",1702,"64","O","ct_9","CDI","LZ","543g"
35412,25747,"tr_3","C",1820,"40","O","ct_9","CDI","CH","674d"
35421,16623,"tr_2","C",1571,"67","O","ct_9","CDI","GZ","684a"
35442,17974,"tr_3","C",1777,"40","O","ct_9","CDI","QA","525d"
35452,30407,"tr_0","C",1536,"40","O","ct_9","CDI","IZ","488a"
35467,21840,"tr_6","C",1820,"33","O","ct_9","CDI","KZ","461f"
35478,26695,"tr_3","C",2020,"40","O","ct_9","CDI","NZ","461d"
35479,26927,"tr_1","C",1739,"33","O","ct_9","CDI","CL","634b"
35480,3046,"tr_6","N",678,"33","O","ct_9","AUT","JA","643a"
35481,20637,"tr_1","C",1517,"64","O","ct_8","CDI","PZ","421b"
35484,11169,"tr_5","P",1494,"64","O","ct_9","CDI","NZ","684a"
35485,22150,"tr_1","C",1774,"40","O","ct_9","CDI","LZ","463e"
35490,34428,"tr_0","C",2005,"32","O","ct_9","CDI","MA","388c"
35491,24003,"tr_5","C",1792,"33","O","ct_9","CDI","FZ","486c"
35496,14031,"tr_4","C",1840,"64","O","ct_9","CDI","HZ","643a"
35497,6358,"tr_3","C",364,"40","O","ct_9","CDI","IZ","636d"
35511,21680,"tr_2","C",1766,"64","O","ct_9","CDI","HZ","641a"
35529,16984,"tr_2","C",1404,"33","O","ct_9","CDI","NZ","432d"
35542,19371,"tr_6","C",1795,"40","O","ct_9","CDI","CA","676e"
35546,23068,"tr_4","C",2277,"40","O","ct_9","CDI","HZ","641a"
35548,25516,"tr_4","C",1582,"40","O","ct_9","CDI","FZ","472b"
35549,23983,"tr_1","C",2075,"64","O","ct_9","CDI","GZ","556a"
35551,12123,"tr_0","C",868,"33","O","ct_9","CDI","LZ","374d"
35556,4038,"tr_2","P",601,"40","X","ct_2","AUT","OZ","524c"
35559,16780,"tr_2","C",1538,"40","O","ct_9","CDI","IZ","468a"
35561,30193,"tr_6","C",1884,"40","O","ct_9","CDI","CC","674e"
35565,42033,"tr_1","C",1820,"40","O","ct_9","CDI","MA","461d"
35579,33001,"tr_6","C",1668,"40","O","ct_9","CDI","CL","623f"
35585,2820,"tr_0","C",312,"40","O","ct_9","CDD","NZ","653a"
35587,11824,"tr_1","C",1191,"40","O","ct_9","CDI","IZ","542a"
35593,8895,"tr_3","P",1079,"40","O","ct_8","CDI","QB","563b"
35599,16422,"tr_3","C",1820,"40","O","ct_2","CDD","QB","563b"
35604,1256,NA,"C",151,"40","O",NA,"CDI","QA","525d"
35606,8275,"tr_1","C",756,"40","O","ct_6","TOA","PZ","541c"
35613,21327,"tr_6","P",1414,"33","O","ct_9","CDI","HZ","451a"
35621,18841,"tr_2","C",1960,"64","O","ct_9","CDI","GZ","433d"
35632,6126,"tr_3","P",707,"40","O","ct_8","CDI","QB","563b"
35633,9414,"tr_3","C",959,"64","O","ct_9","CDD","MA","472b"
35650,18978,"tr_5","C",1611,"32","O","ct_9","CDI","CA","625d"
35653,27897,"tr_1","N",3000,"40","O","ct_7","CDI","QB","563a"
35657,20536,"tr_6","C",1795,"40","O","ct_9","CDI","CA","684a"
35673,23212,"tr_6","C",2200,"40","O","ct_9","CDI","HZ","641a"
35680,1669,"tr_2","C",160,"40","O",NA,"CDI","NZ","546c"
35688,8113,"tr_1","C",869,"40","O","ct_8","CDI","QB","526c"
35710,12949,"tr_1","C",1567,"64","O","ct_9","CDI","HZ","643a"
35712,23423,"tr_1","C",1820,"40","O","ct_9","CDI","GZ","636a"
35722,21198,"tr_3","P",1463,"40","O","ct_4","CDI","OZ","431a"
35725,54713,"tr_3","C",1774,"40","O","ct_9","CDI","QA","344a"
35727,17014,"tr_1","P",1468,"40","O","ct_6","CDI","QA","526b"
35735,25370,"tr_4","C",540,"75","O","ct_9","CDI","GZ","371a"
35747,20092,"tr_6","C",1801,"40","O","ct_9","CDI","CA","625f"
35753,26978,"tr_3","C",1806,"40","O","ct_9","CDI","NZ","534b"
35758,37956,"tr_3","C",1820,"41","O","ct_4","CDI","SZ","375b"
35765,33818,"tr_6","C",1855,"41","O","ct_9","CDI","CL","628c"
35771,29850,"tr_2","C",2057,"41","O","ct_9","CDI","GZ","462b"
35772,19295,"tr_2","C",1102,"41","O","ct_9","CDD","RZ","424a"
35787,35818,"tr_1","C",1820,"41","O","ct_9","CDI","MA","461b"
35805,39057,"tr_5","C",1843,"45","O","ct_9","CDI","CH","474b"
35806,24175,"tr_1","P",1638,"41","O","ct_9","CDI","KZ","545b"
35809,16941,"tr_4","C",1362,"41","O","ct_9","CDI","CH","653a"
35811,52482,"tr_4","P",1110,"45","O","ct_9","CDI","DZ","486b"
35814,22712,"tr_1","C",1813,"41","O","ct_9","CDI","KZ","383c"
35816,16179,"tr_3","C",1832,"41","O","ct_9","CDI","IZ","525d"
35818,10435,"tr_5","C",1236,"41","O","ct_9","CDI","NZ","684a"
35831,17626,"tr_3","C",1412,"41","O","ct_8","CDI","QB","526d"
35833,23015,"tr_2","C",1786,"41","O","ct_9","CDI","GZ","651a"
35838,9759,"tr_1","P",1021,"41","O","ct_6","CDI","QA","526b"
35845,12139,"tr_2","P",847,"41","O","ct_8","CDD","PZ","423b"
35852,12645,"tr_1","C",1523,"41","O","ct_9","CDI","NZ","676c"
35857,27471,"tr_2","C",1818,"41","O","ct_9","CDI","NZ","477b"
35862,20770,"tr_6","C",1521,"31","O","ct_3","AUT","QA","344c"
35863,25220,"tr_5","C",1705,"41","O","ct_9","CDI","NZ","543g"
35881,20028,"tr_3","C",1820,"41","O","ct_8","CDI","PZ","422c"
35887,3105,NA,"P",301,"41","O",NA,"CDI","TZ","563c"
35901,21666,"tr_5","P",1456,"41","O","ct_9","CDI","QA","431f"
35906,22660,"tr_1","C",1695,"41","O","ct_8","CDI","GZ","433b"
35909,9629,"tr_1","P",1021,"41","O","ct_6","CDI","QA","526b"
35921,13487,"tr_3","C",1025,"72","O","ct_9","CDI","CA","477b"
35929,7956,"tr_3","P",605,"78","O","ct_9","CDI","HZ","642b"
35930,21394,"tr_6","C",1666,"45","O","ct_2","AUT","OZ","563a"
35931,6038,"tr_2","P",583,"41","O","ct_9","CDI","CI","542a"
35933,24208,"tr_5","C",2042,"41","O","ct_9","CDI","HZ","641a"
35934,12123,"tr_5","P",1302,"41","O","ct_8","CDI","PZ","422e"
35935,5920,"tr_5","P",621,"41","O","ct_9","CDI","IZ","561f"
35938,3372,"tr_1","C",258,"41","O","ct_9","TTP","NZ","632a"
35939,28979,"tr_4","C",1505,"36","O","ct_9","CDI","CA","553b"
35941,24599,"tr_2","C",2170,"41","O","ct_9","CDI","CA","462b"
35946,39968,"tr_2","C",1820,"41","O","ct_9","CDI","KZ","376c"
35947,24835,"tr_5","C",1839,"41","O","ct_9","CDI","CH","625c"
35948,11198,NA,"C",1076,"41","O",NA,"CDI","TZ","563c"
35961,24352,"tr_2","C",2170,"41","O","ct_9","CDI","CA","462b"
35967,51509,"tr_4","C",1799,"37","O","ct_9","CDI","GZ","385c"
35975,12250,"tr_1","C",1463,"41","O","ct_9","CDI","GZ","554e"
35976,22716,"tr_2","C",1724,"41","O","ct_9","CDI","FZ","463e"
35982,19748,"tr_5","P",1617,"41","O","ct_9","CDI","CL","673c"
35985,20121,"tr_6","C",877,"28","O","ct_9","CDI","CG","462e"
35995,1986,NA,"C",189,"41","O",NA,"AUT","TZ","563c"
36000,20425,"tr_3","C",1622,"41","O","ct_8","CDI","QB","525d"
36005,25142,"tr_5","C",1820,"92","O","ct_9","CDI","HZ","546e"
36008,31097,"tr_2","C",1858,"37","O","ct_9","CDI","GZ","385c"
36013,14694,"tr_6","P",1538,"37","O","ct_9","CDI","NZ","684a"
36018,10224,"tr_1","C",959,"41","O","ct_9","CDI","KZ","545c"
36024,21306,"tr_6","C",1820,"41","O","ct_3","CDI","QA","526a"
36025,47715,"tr_5","C",1820,"41","O","ct_8","CDI","QB","385b"
36030,22597,"tr_1","N",3000,"41","O","ct_7","CDI","QB","563a"
36031,11971,"tr_1","C",861,"37","O","ct_9","CDI","KZ","467a"
36041,17673,"tr_6","C",1820,"41","O","ct_3","CDI","QA","523d"
36048,8307,"tr_2","C",747,"41","O","ct_9","CDI","GZ","643a"
36055,29554,"tr_6","C",2028,"36","O","ct_1","AUT","OZ","532a"
36059,17405,"tr_2","C",1705,"41","O","ct_6","CDI","CA","636c"
36061,7810,"tr_1","C",692,"28","O","ct_9","CDI","IZ","561b"
36068,122827,"tr_6","C",1820,"41","O","ct_9","CDI","CM","383b"
36069,22047,"tr_4","C",1831,"45","O","ct_9","CDI","QB","526a"
36071,14836,"tr_6","C",1624,"41","O","ct_9","CDI","CM","676c"
36072,9623,"tr_2","P",898,"41","O","ct_8","CDI","PZ","525a"
36074,10875,"tr_5","P",976,"41","O","ct_9","CDI","IZ","561f"
36081,38401,"tr_5","C",1820,"41","O","ct_8","CDI","PZ","461d"
36084,13434,"tr_5","C",1208,"41","O","ct_8","CDI","QB","526a"
36093,23561,"tr_2","C",1820,"41","O","ct_8","CDI","PZ","421b"
36101,27408,"tr_3","C",2098,"41","O","ct_4","CDI","OZ","431a"
36102,23730,"tr_6","C",2205,"21","O","ct_9","CDI","HZ","641a"
36105,21549,"tr_6","C",1747,"41","O","ct_8","CDI","MA","372e"
36106,18722,"tr_1","C",1568,"18","O","ct_9","CDI","FZ","672a"
36115,16611,"tr_1","C",1755,"41","O","ct_9","CDI","GZ","653a"
36116,17895,"tr_4","P",1622,"41","O","ct_9","CDI","QB","563b"
36125,16141,"tr_3","C",1412,"41","O","ct_8","CDI","QB","526d"
36126,17280,"tr_6","C",1739,"41","O","ct_9","CDI","NZ","541d"
36130,4887,NA,"C",443,"41","O",NA,"CDI","LZ","684a"
36137,20089,"tr_5","C",1835,"41","O","ct_9","CDI","HZ","451a"
36154,24730,"tr_5","C",1835,"41","O","ct_9","CDI","LZ","564a"
36156,21998,"tr_6","C",2104,"41","O","ct_9","CDI","CL","624e"
36162,18365,"tr_1","C",1815,"41","O","ct_9","CDI","GZ","633c"
36164,19985,"tr_5","C",1245,"41","O","ct_9","CDI","CJ","628d"
36172,2809,"tr_1","P",312,"41","O","ct_9","CDD","CA","636c"
