uid,Activity_type,Studying,SEX,INSEE,Age_2020,qualification,FAMILY_TYPE,occupation_42,target
32957,"TA1-1",FALSE,"Female","38072",48,"DIPL1.3","typem4.1","csp_5_6","X"
32958,"TA1-1",FALSE,"Male","38075",62,"DIPL1.8","typem1.1","csp_3_1","X"
32961,"TA1-1",FALSE,"Male","38075",47,"DIPL1.3","typem4.1","csp_6_3","X"
32962,"TA1-1",FALSE,"Female","38076",43,"DIPL1.3","typem3.2","csp_6_5","X"
32963,"TA2-5",TRUE,"Male","38076",17,"DIPL1.2","typem3.2","csp_8_5","X"
32965,"TA1-1",FALSE,"Male","38080",62,"DIPL1.6","typem4.2","csp_4_6","X"
32967,"TA2-1",FALSE,"Male","38082",76,"DIPL1.3","typem4.4","csp_7_5","B"
32968,"TA1-1",FALSE,"Male","38082",60,"DIPL1.4","typem4.1","csp_4_2","X"
32969,"TA2-2",TRUE,"Female","38084",18,"DIPL2","typem3.2","csp_8_4","X"
32971,"TA2-1",FALSE,"Male","38084",75,"DIPL1.7","typem4.4","csp_7_5","B"
32972,"TA2-1",FALSE,"Female","38085",98,"DIPL1.1","typem1.2","csp_7_5","B"
32973,"TA1-1",FALSE,"Female","38085",31,"DIPL1.8","typem1.2","csp_3_8","X"
32974,"TA1-1",FALSE,"Male","38085",36,"DIPL1.3","typem4.1","csp_4_8","X"
32977,"TA1-1",FALSE,"Female","38085",38,"DIPL1.6","typem4.1","csp_5_2","X"
32979,"TA2-1",FALSE,"Male","38085",85,"DIPL1.3","typem4.4","csp_7_8","B"
32982,"TA1-1",FALSE,"Female","38085",43,"DIPL1.2","typem4.4","csp_5_5","X"
32983,"TA2-2",TRUE,"Male","38085",25,"DIPL1.8","typem1.1","csp_8_4","X"
32987,"TA2-5",FALSE,"Female","38085",80,"DIPL1.3","typem1.2","csp_8_6","X"
32988,"TA2-2",TRUE,"Female","38087",19,"DIPL1.2","typem4.1","csp_8_4","X"
32994,"TA2-1",FALSE,"Female","38091",75,"DIPL1.1","typem4.4","csp_7_7","B"
32995,"TA2-1",FALSE,"Female","38094",71,"DIPL1.2","typem4.4","csp_7_7","X"
32996,"TA1-1",FALSE,"Female","38094",28,"DIPL1.4","typem4.1","csp_5_2","X"
32997,"TA1-1",FALSE,"Male","38094",24,"DIPL1.4","typem4.2","csp_5_5","X"
32998,"TA1-1",FALSE,"Female","38094",61,"DIPL1.1","typem1.2","csp_5_6","B"
33000,"TA1-1",FALSE,"Male","38095",34,"DIPL1.8","typem2.0","csp_3_8","X"
33003,"TA1-1",FALSE,"Female","38095",56,"DIPL1.5","typem4.1","csp_4_6","X"
33006,"TA2-1",FALSE,"Male","38095",78,"DIPL1.3","typem4.4","csp_7_8","B"
33008,"TA1-1",FALSE,"Female","38097",45,"DIPL1.7","typem1.2","csp_4_6","X"
33009,"TA1-1",FALSE,"Male","38097",55,"DIPL1.4","typem4.1","csp_5_2","B"
33013,"TA2-1",FALSE,"Male","38099",62,"DIPL1.6","typem4.4","csp_7_5","B"
33022,"TA2-1",FALSE,"Male","38105",84,"DIPL1.8","typem1.1","csp_7_5","B"
33024,"TA2-4",FALSE,"Female","38105",46,"DIPL1.3","typem4.2","csp_8_5","X"
33025,"TA2-2",TRUE,"Male","38105",28,"DIPL1.8","typem3.2","csp_8_4","X"
33026,"TA1-1",FALSE,"Male","38107",39,"DIPL1.2","typem4.2","csp_2_2","X"
33027,"TA1-1",FALSE,"Male","38109",19,"DIPL3","typem4.1","csp_6_2","X"
33028,"TA1-1",FALSE,"Male","38109",27,"DIPL1.5","typem4.1","csp_4_7","B"
33029,"TA2-1",FALSE,"Female","38110",92,"DIPL1.2","typem1.2","csp_7_5","B"
33033,"TA2-1",FALSE,"Female","38111",77,"DIPL1.1","typem1.2","csp_7_8","X"
33034,"TA2-1",FALSE,"Male","38111",73,"DIPL1.1","typem4.4","csp_7_8","B"
33039,"TA1-1",FALSE,"Male","38111",56,"DIPL1.7","typem1.1","csp_3_4","X"
33041,"TA2-5",FALSE,"Male","38111",62,"DIPL1.4","typem3.1","csp_8_5","X"
33042,"TA1-1",FALSE,"Female","38111",58,"DIPL1.8","typem4.1","csp_3_4","B"
33043,"TA1-1",FALSE,"Male","38111",60,"DIPL1.9","typem4.1","csp_4_2","X"
33048,"TA2-1",FALSE,"Female","38115",87,"DIPL1","typem4.1","csp_7_7","X"
33051,"TA2-1",FALSE,"Female","38120",86,"DIPL1.1","typem4.4","csp_7_7","X"
33052,"TA1-1",FALSE,"Male","38124",31,"DIPL1.3","typem4.1","csp_6_2","X"
33055,"TA2-1",FALSE,"Male","38126",66,"DIPL2","typem4.4","csp_7_8","X"
33058,"TA2-2",TRUE,"Male","38126",19,"DIPL1.2","typem3.1","csp_8_4","B"
33059,"TA2-2",TRUE,"Male","38126",26,"DIPL1.4","typem2.0","csp_8_4","B"
33061,"TA1-1",FALSE,"Male","38130",20,"DIPL1.5","typem4.1","csp_4_7","B"
33062,"TA1-1",FALSE,"Male","38130",60,"DIPL1.8","typem4.1","csp_3_8","B"
33063,"TA2-5",FALSE,"Male","38130",23,"DIPL2","typem4.4","csp_8_5","B"
33066,"TA1-1",TRUE,"Female","38130",28,"DIPL1.4","typem4.3","csp_4_2","X"
33067,"TA2-1",FALSE,"Female","38130",70,"DIPL1.3","typem1.2","csp_7_7","X"
33069,"TA1-1",FALSE,"Male","38130",35,"DIPL1.8","typem4.1","csp_3_8","X"
33070,"TA1-1",FALSE,"Female","38130",55,"DIPL1.8","typem1.2","csp_3_7","B"
33073,"TA1-1",FALSE,"Female","38131",47,"DIPL1.6","typem4.1","csp_5_4","X"
33074,"TA1-1",FALSE,"Female","38131",58,"DIPL1.3","typem1.2","csp_6_8","X"
33075,"TA2-1",FALSE,"Female","38131",65,"DIPL1.2","typem3.2","csp_7_2","X"
33080,"TA1-1",FALSE,"Female","38133",57,"DIPL1.3","typem1.2","csp_6_8","B"
33083,"TA2-1",FALSE,"Female","38133",73,"DIPL1.6","typem4.4","csp_7_5","B"
33084,"TA1-1",FALSE,"Male","38133",44,"DIPL1.6","typem4.1","csp_4_6","B"
33086,"TA2-1",FALSE,"Female","38134",73,"DIPL1.1","typem1.2","csp_7_5","B"
33087,"TA1-1",FALSE,"Male","38135",51,"DIPL1.6","typem4.1","csp_6_4","X"
33088,"TA2-1",FALSE,"Male","38136",64,"DIPL2","typem4.4","csp_7_1","B"
33089,"TA1-1",FALSE,"Male","38138",52,"DIPL1.3","typem4.1","csp_6_2","B"
33094,"TA2-5",FALSE,"Male","38140",22,"DIPL2","typem4.2","csp_8_5","B"
33096,"TA2-1",FALSE,"Female","38140",73,"DIPL1.4","typem1.2","csp_7_5","X"
33097,"TA2-1",FALSE,"Male","38140",63,"DIPL1.3","typem4.3","csp_7_8","B"
33098,"TA1-1",FALSE,"Male","38140",56,"DIPL1.9","typem4.1","csp_3_4","B"
33102,"TA2-5",FALSE,"Female","38140",59,"DIPL1.8","typem4.4","csp_8_5","X"
33103,"TA1-2",FALSE,"Female","38140",38,"DIPL1","typem4.4","csp_8_1","X"
33105,"TA1-1",FALSE,"Male","38140",65,"DIPL1.9","typem4.1","csp_3_8","X"
33107,"TA2-2",TRUE,"Female","38140",16,"DIPL1.2","typem4.2","csp_8_4","X"
33110,"TA2-1",FALSE,"Male","38141",74,"DIPL1.4","typem4.3","csp_7_2","B"
33114,"TA2-1",FALSE,"Female","38144",72,"DIPL1.3","typem1.2","csp_7_5","X"
33116,"TA1-1",FALSE,"Female","38144",52,"DIPL1.6","typem4.1","csp_4_3","B"
33118,"TA2-1",FALSE,"Male","38146",74,"DIPL1.8","typem1.1","csp_7_4","B"
33119,"TA2-1",FALSE,"Female","38148",73,"DIPL1.4","typem4.4","csp_7_5","X"
33120,"TA1-2",FALSE,"Female","38148",48,"DIPL1.3","typem1.2","csp_5_5","B"
33123,"TA2-2",TRUE,"Male","38149",18,"DIPL1.2","typem4.1","csp_8_4","X"
33127,"TA1-1",FALSE,"Male","38150",53,"DIPL1.5","typem4.1","csp_4_5","B"
33128,"TA1-1",FALSE,"Male","38150",49,"DIPL1.6","typem1.1","csp_5_3","B"
33129,"TA1-1",FALSE,"Female","38150",44,"DIPL1.8","typem4.3","csp_3_8","B"
33130,"TA1-1",FALSE,"Male","38150",31,"DIPL1.5","typem4.1","csp_5_3","X"
33131,"TA1-1",FALSE,"Female","38150",49,"DIPL3","typem4.1","csp_5_2","B"
33135,"TA1-1",FALSE,"Female","38151",58,"DIPL1.7","typem4.3","csp_3_5","X"
33136,"TA1-1",FALSE,"Male","38151",55,"DIPL1.7","typem1.1","csp_5_2","X"
33139,"TA1-1",FALSE,"Male","38151",41,"DIPL1.6","typem1.1","csp_4_7","B"
33140,"TA1-1",FALSE,"Female","38151",59,"DIPL1.6","typem3.2","csp_6_3","X"
33143,"TA2-1",FALSE,"Female","38151",74,"DIPL1.7","typem4.4","csp_7_7","X"
33146,"TA1-1",FALSE,"Male","38151",34,"DIPL1.8","typem1.1","csp_3_7","X"
33151,"TA1-1",FALSE,"Male","38151",56,"DIPL1.3","typem4.1","csp_6_4","B"
33152,"TA2-1",FALSE,"Male","38151",74,"DIPL1.9","typem1.1","csp_7_4","B"
33153,"TA1-1",FALSE,"Male","38151",50,"DIPL3","typem4.2","csp_6_5","X"
33154,"TA2-1",FALSE,"Male","38151",69,"DIPL1.8","typem1.1","csp_7_4","X"
33155,"TA1-1",FALSE,"Male","38151",45,"DIPL1.3","typem4.1","csp_2_3","B"
33156,"TA2-1",FALSE,"Female","38151",69,"DIPL1.3","typem4.4","csp_7_5","X"
33159,"TA2-5",FALSE,"Female","38151",66,"DIPL2","typem4.4","csp_8_6","X"
33163,"TA1-1",FALSE,"Female","38151",42,"DIPL1.7","typem4.1","csp_5_2","B"
33166,"TA2-1",FALSE,"Male","38151",76,"DIPL1.3","typem4.4","csp_7_7","B"
33168,"TA2-1",FALSE,"Female","38151",96,"DIPL1.1","typem1.2","csp_7_7","X"
33170,"TA1-1",FALSE,"Female","38151",50,"DIPL1.3","typem4.1","csp_5_2","X"
33172,"TA1-1",FALSE,"Female","38151",59,"DIPL1.3","typem1.2","csp_5_4","X"
33174,"TA1-1",FALSE,"Male","38151",52,"DIPL1.3","typem4.1","csp_4_8","B"
33175,"TA1-1",FALSE,"Male","38151",40,"DIPL1.5","typem4.2","csp_4_8","X"
33178,"TA1-1",FALSE,"Male","38151",24,"DIPL1.8","typem4.1","csp_3_3","X"
33179,"TA2-2",TRUE,"Male","38151",22,"DIPL1.6","typem2.0","csp_8_4","X"
33181,"TA2-1",FALSE,"Female","38151",62,"DIPL1.4","typem4.4","csp_7_5","X"
33183,"TA1-1",FALSE,"Female","38151",58,"DIPL1.3","typem3.2","csp_5_2","X"
33184,"TA1-1",FALSE,"Female","38151",41,"DIPL1.6","typem4.1","csp_4_7","X"
33185,"TA1-1",FALSE,"Female","38151",60,"DIPL1.6","typem1.2","csp_3_7","X"
33189,"TA2-1",FALSE,"Male","38151",69,"DIPL1.8","typem4.4","csp_7_5","X"
33190,"TA2-1",FALSE,"Female","38152",64,"DIPL1.7","typem4.2","csp_7_5","X"
33191,"TA1-2",FALSE,"Male","38152",25,"DIPL1.3","typem4.4","csp_8_1","X"
33192,"TA1-1",FALSE,"Female","38152",30,"DIPL1.3","typem3.2","csp_5_2","B"
33193,"TA1-2",FALSE,"Female","38155",18,"DIPL2","typem4.3","csp_5_6","B"
33194,"TA2-1",FALSE,"Male","38155",74,"DIPL1","typem4.4","csp_7_8","B"
33195,"TA1-1",FALSE,"Male","38155",28,"DIPL1.7","typem4.1","csp_5_3","B"
33196,"TA2-1",FALSE,"Male","38156",101,"DIPL2","typem1.1","csp_7_8","B"
33197,"TA1-1",FALSE,"Female","38156",52,"DIPL3","typem4.1","csp_5_2","B"
33199,"TA1-1",FALSE,"Female","38157",56,"DIPL1.2","typem4.1","csp_5_2","X"
33201,"TA2-2",TRUE,"Male","38157",17,"DIPL3","typem4.1","csp_8_5","X"
33204,"TA1-1",FALSE,"Female","38158",24,"DIPL1.3","typem1.2","csp_5_5","X"
33208,"TA1-1",FALSE,"Female","38158",51,"DIPL1.8","typem4.1","csp_3_4","B"
33210,"TA1-1",FALSE,"Female","38158",34,"DIPL1.6","typem3.2","csp_5_4","X"
33212,"TA2-2",TRUE,"Male","38158",25,"DIPL1.7","typem1.1","csp_8_4","B"
33214,"TA2-1",FALSE,"Male","38158",86,"DIPL2","typem4.4","csp_7_8","B"
33216,"TA1-1",FALSE,"Male","38158",26,"DIPL1.9","typem4.1","csp_3_8","B"
33218,"TA1-1",TRUE,"Male","38158",17,"DIPL1.3","typem4.1","csp_6_8","B"
33221,"TA2-2",TRUE,"Female","38158",17,"DIPL1.2","typem4.1","csp_8_4","X"
33224,"TA1-1",FALSE,"Female","38158",47,"DIPL1.4","typem4.1","csp_5_2","B"
33225,"TA2-2",TRUE,"Male","38160",21,"DIPL1.2","typem3.2","csp_8_4","X"
33227,"TA2-1",FALSE,"Male","38160",67,"DIPL2","typem4.3","csp_7_7","X"
33228,"TA1-1",FALSE,"Female","38160",62,"DIPL1.6","typem4.1","csp_4_3","X"
33229,"TA1-1",FALSE,"Male","38160",52,"DIPL1.5","typem4.1","csp_4_2","B"
33230,"TA1-1",FALSE,"Female","38160",34,"DIPL1.7","typem4.1","csp_4_6","B"
33231,"TA2-1",FALSE,"Male","38161",80,"DIPL1.7","typem4.4","csp_7_5","B"
33232,"TA2-2",TRUE,"Female","38162",21,"DIPL1.4","typem3.2","csp_8_4","X"
33233,"TA1-1",FALSE,"Male","38169",60,"DIPL1.3","typem4.1","csp_2_1","X"
33235,"TA1-2",FALSE,"Male","38169",55,"DIPL1.3","typem1.1","csp_6_4","X"
33236,"TA1-1",FALSE,"Female","38169",35,"DIPL1.8","typem4.1","csp_3_3","B"
33238,"TA1-1",FALSE,"Male","38169",25,"DIPL1.3","typem3.2","csp_6_3","X"
33240,"TA2-1",FALSE,"Female","38169",72,"DIPL1.4","typem1.2","csp_7_7","B"
33241,"TA1-1",FALSE,"Male","38169",25,"DIPL1.6","typem4.1","csp_6_8","X"
33244,"TA1-2",FALSE,"Male","38169",31,"DIPL1.3","typem1.1","csp_6_3","B"
33245,"TA1-1",FALSE,"Male","38169",55,"DIPL1","typem4.4","csp_3_8","B"
33248,"TA2-1",FALSE,"Male","38169",74,"DIPL1.3","typem4.4","csp_7_8","B"
33249,"TA2-2",TRUE,"Female","38169",17,"DIPL3","typem3.2","csp_8_5","B"
33251,"TA2-1",FALSE,"Female","38169",74,"DIPL1.8","typem4.4","csp_7_4","B"
33253,"TA1-1",FALSE,"Male","38169",23,"DIPL1.7","typem4.1","csp_4_3","B"
33257,"TA1-1",FALSE,"Female","38169",50,"DIPL1.6","typem4.1","csp_5_2","X"
33258,"TA1-1",FALSE,"Female","38169",56,"DIPL1.4","typem4.1","csp_5_2","B"
33259,"TA2-1",FALSE,"Female","38169",68,"DIPL1.3","typem4.4","csp_7_7","X"
33260,"TA1-1",FALSE,"Female","38169",60,"DIPL1.3","typem1.2","csp_5_2","X"
33264,"TA1-1",FALSE,"Male","38169",51,"DIPL1.8","typem4.1","csp_3_4","X"
33268,"TA1-2",FALSE,"Female","38170",35,"DIPL1.5","typem4.4","csp_5_6","X"
33269,"TA2-1",FALSE,"Female","38170",65,"DIPL1.4","typem1.2","csp_7_7","B"
33270,"TA2-1",FALSE,"Female","38170",75,"DIPL1.1","typem4.4","csp_7_7","X"
33271,"TA2-2",TRUE,"Male","38172",16,"DIPL3","typem4.1","csp_8_4","X"
33273,"TA1-2",FALSE,"Male","38172",51,"DIPL1.3","typem3.2","csp_6_3","B"
33277,"TA2-2",TRUE,"Female","38175",19,"DIPL1.4","typem4.2","csp_8_4","X"
33281,"TA1-1",FALSE,"Male","38176",38,"DIPL3","typem4.2","csp_6_3","X"
33285,"TA1-1",FALSE,"Female","38179",46,"DIPL1.6","typem1.2","csp_4_3","X"
33286,"TA1-1",FALSE,"Male","38179",43,"DIPL1.3","typem4.1","csp_1_1","B"
33287,"TA2-4",FALSE,"Female","38179",53,"DIPL1.6","typem4.2","csp_8_5","B"
33289,"TA1-1",FALSE,"Female","38179",61,"DIPL1.8","typem4.1","csp_3_1","X"
33290,"TA1-1",FALSE,"Female","38179",34,"DIPL1.7","typem4.1","csp_4_6","X"
33291,"TA2-1",FALSE,"Male","38179",61,"DIPL1.3","typem4.4","csp_7_8","B"
33294,"TA1-1",FALSE,"Male","38180",37,"DIPL1.4","typem1.1","csp_5_3","B"
33296,"TA1-1",FALSE,"Female","38181",47,"DIPL1.7","typem4.1","csp_3_4","X"
33298,"TA1-2",FALSE,"Male","38182",65,"DIPL1.6","typem1.1","csp_5_2","B"
33299,"TA2-1",FALSE,"Female","38182",70,"DIPL1.6","typem4.2","csp_7_7","X"
33301,"TA2-4",FALSE,"Female","38182",49,"DIPL1.2","typem1.2","csp_8_5","B"
33302,"TA2-4",FALSE,"Female","38183",40,"DIPL2","typem4.2","csp_8_5","X"
33303,"TA2-5",FALSE,"Male","38184",41,"DIPL1","typem4.4","csp_8_5","X"
33305,"TA1-1",FALSE,"Male","38185",55,"DIPL1.8","typem4.1","csp_3_3","B"
33306,"TA2-5",FALSE,"Female","38185",60,"DIPL1.3","typem4.4","csp_8_5","X"
33307,"TA2-5",FALSE,"Male","38185",52,"DIPL1.3","typem1.1","csp_8_5","B"
33308,"TA2-1",FALSE,"Male","38185",86,"DIPL1","typem4.4","csp_7_2","B"
33310,"TA1-1",FALSE,"Male","38185",56,"DIPL1.4","typem3.2","csp_6_3","B"
33311,"TA2-1",FALSE,"Female","38185",65,"DIPL1.4","typem4.4","csp_7_8","X"
33312,"TA1-1",FALSE,"Female","38185",54,"DIPL1.6","typem4.1","csp_4_3","B"
33313,"TA1-1",FALSE,"Male","38185",62,"DIPL1.6","typem4.1","csp_4_2","X"
33316,"TA2-2",TRUE,"Female","38185",15,"DIPL3","typem4.2","csp_8_5","B"
33317,"TA2-1",FALSE,"Male","38185",81,"DIPL3","typem4.4","csp_7_8","B"
33319,"TA2-1",FALSE,"Female","38185",93,"DIPL1.1","typem1.2","csp_7_4","X"
33321,"TA2-1",FALSE,"Male","38185",83,"DIPL1.1","typem4.4","csp_7_7","X"
33325,"TA1-1",FALSE,"Male","38185",44,"DIPL1.3","typem1.1","csp_5_2","X"
33326,"TA2-1",FALSE,"Male","38185",79,"DIPL2","typem4.4","csp_7_5","X"
33327,"TA1-1",FALSE,"Male","38185",54,"DIPL2","typem4.2","csp_6_3","X"
33329,"TA2-1",FALSE,"Female","38185",63,"DIPL1.6","typem1.2","csp_7_5","B"
33330,"TA1-1",FALSE,"Male","38185",54,"DIPL1.3","typem2.0","csp_6_4","X"
33331,"TA2-1",FALSE,"Male","38185",84,"DIPL2","typem4.4","csp_8_6","B"
33334,"TA2-1",FALSE,"Female","38185",71,"DIPL1.4","typem1.2","csp_7_7","X"
33336,"TA1-1",FALSE,"Male","38185",51,"DIPL1.8","typem4.1","csp_2_1","X"
33337,"TA1-1",FALSE,"Male","38185",60,"DIPL2","typem4.1","csp_2_2","B"
33338,"TA1-2",FALSE,"Female","38185",27,"DIPL1","typem3.2","csp_8_1","B"
33339,"TA1-2",FALSE,"Female","38185",61,"DIPL1.7","typem4.4","csp_5_2","B"
33341,"TA1-1",FALSE,"Female","38185",56,"DIPL1.3","typem4.3","csp_5_2","X"
33346,"TA1-1",FALSE,"Female","38185",53,"DIPL1.4","typem3.2","csp_5_2","X"
33347,"TA1-1",FALSE,"Male","38185",33,"DIPL1.3","typem4.1","csp_5_2","X"
33349,"TA1-1",FALSE,"Female","38185",39,"DIPL1.3","typem4.1","csp_5_5","X"
33354,"TA2-1",FALSE,"Male","38185",63,"DIPL1.5","typem4.3","csp_7_5","B"
33355,"TA1-1",FALSE,"Male","38185",59,"DIPL1.3","typem3.2","csp_6_2","X"
33357,"TA1-1",FALSE,"Female","38185",50,"DIPL1.6","typem4.1","csp_5_2","X"
33358,"TA2-2",TRUE,"Male","38185",15,"DIPL3","typem3.1","csp_8_4","B"
33359,"TA1-1",FALSE,"Male","38185",54,"DIPL1.3","typem4.1","csp_4_7","B"
33360,"TA1-1",FALSE,"Male","38185",30,"DIPL1.3","typem4.1","csp_6_3","B"
33361,"TA2-1",FALSE,"Female","38185",87,"DIPL1.1","typem1.2","csp_7_8","X"
33362,"TA1-1",FALSE,"Male","38185",23,"DIPL1.8","typem4.1","csp_3_8","B"
33363,"TA1-1",FALSE,"Female","38185",56,"DIPL1.3","typem4.1","csp_6_2","B"
33365,"TA2-2",TRUE,"Male","38185",19,"DIPL1.4","typem3.2","csp_8_4","B"
33369,"TA2-2",TRUE,"Male","38185",22,"DIPL1.4","typem4.1","csp_8_4","X"
33371,"TA1-1",FALSE,"Female","38185",29,"DIPL1.2","typem4.1","csp_5_4","B"
33374,"TA2-1",FALSE,"Male","38185",71,"DIPL1.3","typem4.4","csp_7_8","X"
33375,"TA2-2",TRUE,"Female","38185",18,"DIPL3","typem3.2","csp_8_4","B"
33376,"TA1-1",FALSE,"Female","38185",60,"DIPL1.3","typem4.1","csp_5_2","X"
33377,"TA2-1",FALSE,"Male","38185",67,"DIPL1.6","typem4.4","csp_7_5","X"
33383,"TA1-1",FALSE,"Female","38185",45,"DIPL1.3","typem4.1","csp_5_2","B"
33385,"TA1-1",TRUE,"Male","38185",22,"DIPL1.8","typem1.1","csp_3_4","B"
33386,"TA1-1",FALSE,"Male","38185",30,"DIPL1.3","typem4.2","csp_6_3","X"
33388,"TA2-1",FALSE,"Female","38185",81,"DIPL1.1","typem4.4","csp_7_7","X"
33390,"TA1-1",FALSE,"Male","38185",39,"DIPL1.6","typem4.1","csp_4_7","B"
33398,"TA1-1",FALSE,"Female","38185",32,"DIPL1.5","typem4.1","csp_6_7","B"
33399,"TA1-1",FALSE,"Female","38185",52,"DIPL1.3","typem4.1","csp_5_5","X"
33400,"TA2-1",FALSE,"Female","38185",88,"DIPL1.1","typem1.2","csp_7_7","B"
33401,"TA2-2",TRUE,"Female","38185",16,"DIPL3","typem4.3","csp_8_5","X"
33402,"TA1-1",FALSE,"Male","38185",30,"DIPL1.8","typem4.1","csp_3_8","B"
33404,"TA2-1",FALSE,"Male","38185",81,"DIPL1.4","typem4.4","csp_7_5","X"
33405,"TA1-1",FALSE,"Female","38185",50,"DIPL1.8","typem3.2","csp_3_3","X"
33411,"TA1-1",FALSE,"Male","38185",49,"DIPL1.7","typem4.1","csp_4_2","B"
33412,"TA1-1",FALSE,"Female","38185",35,"DIPL1.7","typem4.1","csp_4_6","B"
33413,"TA1-1",FALSE,"Male","38185",39,"DIPL1.7","typem4.1","csp_5_2","X"
33414,"TA1-1",FALSE,"Female","38185",46,"DIPL1.6","typem3.2","csp_4_3","B"
33415,"TA1-1",FALSE,"Male","38185",47,"DIPL1.6","typem4.2","csp_4_6","X"
33416,"TA1-1",FALSE,"Female","38185",48,"DIPL1.3","typem4.1","csp_5_2","X"
33418,"TA1-1",FALSE,"Female","38185",30,"DIPL1.5","typem4.1","csp_4_6","B"
33420,"TA1-1",FALSE,"Female","38185",44,"DIPL1.9","typem4.1","csp_3_4","X"
33422,"TA1-1",FALSE,"Female","38185",39,"DIPL1.5","typem1.2","csp_2_1","X"
33426,"TA1-1",FALSE,"Female","38185",58,"DIPL1.7","typem4.1","csp_4_6","X"
33428,"TA2-2",TRUE,"Female","38185",19,"DIPL1.5","typem3.2","csp_8_4","B"
33433,"TA1-1",FALSE,"Male","38185",60,"DIPL1.3","typem4.1","csp_5_2","X"
33435,"TA2-1",FALSE,"Male","38185",81,"DIPL2","typem4.4","csp_7_8","X"
33436,"TA2-1",FALSE,"Female","38185",81,"DIPL2","typem4.4","csp_7_8","B"
33437,"TA2-1",FALSE,"Male","38185",68,"DIPL1.3","typem2.0","csp_7_8","X"
33438,"TA1-1",FALSE,"Female","38185",28,"DIPL3","typem4.1","csp_6_3","X"
33439,"TA2-1",FALSE,"Female","38185",74,"DIPL1.1","typem4.4","csp_7_5","X"
33440,"TA2-2",TRUE,"Male","38185",16,"DIPL3","typem4.1","csp_8_5","X"
33441,"TA1-1",FALSE,"Female","38185",58,"DIPL1.3","typem4.1","csp_5_2","X"
33442,"TA1-1",FALSE,"Male","38185",54,"DIPL1.3","typem4.1","csp_2_1","B"
33445,"TA1-1",FALSE,"Female","38185",53,"DIPL1.6","typem4.1","csp_3_7","B"
33446,"TA2-5",FALSE,"Male","38185",59,"DIPL1.9","typem4.3","csp_8_5","B"
33448,"TA2-2",TRUE,"Male","38185",15,"DIPL3","typem3.2","csp_8_5","X"
33454,"TA1-1",FALSE,"Male","38185",42,"DIPL1.4","typem1.1","csp_2_2","X"
33456,"TA1-1",FALSE,"Male","38185",36,"DIPL1.8","typem4.1","csp_3_8","B"
33461,"TA1-1",FALSE,"Male","38185",39,"DIPL1.8","typem4.1","csp_3_8","X"
33462,"TA1-1",FALSE,"Male","38185",62,"DIPL1.3","typem4.1","csp_1_1","X"
33464,"TA2-5",FALSE,"Female","38185",52,"DIPL3","typem4.2","csp_8_5","B"
33467,"TA2-1",FALSE,"Male","38185",60,"DIPL3","typem4.4","csp_7_7","B"
33468,"TA1-2",FALSE,"Female","38185",26,"DIPL1.3","typem4.2","csp_5_3","X"
33470,"TA1-1",FALSE,"Male","38185",41,"DIPL1.7","typem4.1","csp_3_8","B"
33471,"TA2-2",TRUE,"Male","38185",17,"DIPL1.2","typem4.1","csp_8_4","X"
33472,"TA2-5",FALSE,"Female","38185",85,"DIPL1.3","typem4.1","csp_8_6","X"
33473,"TA2-1",FALSE,"Female","38185",91,"DIPL1.2","typem4.4","csp_7_2","X"
33476,"TA1-1",FALSE,"Female","38185",40,"DIPL1.6","typem4.1","csp_4_3","B"
33480,"TA2-5",FALSE,"Female","38185",56,"DIPL1.4","typem4.4","csp_8_5","X"
33483,"TA2-1",FALSE,"Female","38185",73,"DIPL1.1","typem4.4","csp_7_7","B"
33487,"TA1-1",FALSE,"Female","38185",58,"DIPL1.6","typem1.2","csp_3_5","B"
33488,"TA2-1",FALSE,"Male","38185",79,"DIPL1.4","typem4.4","csp_7_8","X"
33489,"TA2-1",FALSE,"Male","38185",76,"DIPL1.3","typem4.4","csp_7_8","X"
33492,"TA2-1",FALSE,"Male","38185",65,"DIPL1.3","typem4.4","csp_7_8","X"
33493,"TA1-1",FALSE,"Male","38185",58,"DIPL3","typem4.2","csp_5_2","B"
33494,"TA2-2",TRUE,"Male","38185",17,"DIPL1.5","typem4.1","csp_8_4","X"
33496,"TA2-1",FALSE,"Female","38185",71,"DIPL1.1","typem4.4","csp_7_8","X"
33500,"TA1-1",FALSE,"Male","38185",57,"DIPL1.3","typem4.1","csp_5_2","B"
33501,"TA1-2",FALSE,"Male","38185",49,"DIPL1.3","typem3.1","csp_6_7","B"
33502,"TA1-1",FALSE,"Female","38185",41,"DIPL1.6","typem1.2","csp_3_4","B"
33503,"TA2-5",FALSE,"Female","38185",64,"DIPL1.3","typem1.2","csp_8_6","X"
33506,"TA1-1",FALSE,"Female","38185",41,"DIPL1.4","typem4.1","csp_4_6","X"
33508,"TA2-2",TRUE,"Male","38185",19,"DIPL3","typem4.1","csp_8_4","X"
33509,"TA1-1",FALSE,"Female","38185",25,"DIPL1.3","typem1.2","csp_5_6","B"
33510,"TA2-1",FALSE,"Female","38185",81,"DIPL1.8","typem1.2","csp_7_8","X"
33512,"TA1-2",FALSE,"Female","38185",46,"DIPL1.3","typem4.2","csp_5_2","X"
33519,"TA1-1",FALSE,"Male","38185",47,"DIPL1.3","typem3.1","csp_6_2","X"
33520,"TA2-1",FALSE,"Male","38185",78,"DIPL1.4","typem4.4","csp_8_6","X"
